eng,nso,source
"Consideration of Report of Portfolio Committee on Sport, Arts and Culture on Impact of COVID-19 on Strategic Plan and Annual Performance Plan of Department of Sport, Arts and Culture Budget Vote 37: Sport, Arts and Culture (Announcements, Tablings and Committee Reports, 15 July 2020, p 55).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dipapadi, Setšo le Bokgabo ka Seabe sa COVID-19 go Togamaano le Phethagatšo ya Ngwaga ka ngwaga ya Kgoro ya Dipapadi, Setšo le Bokgabo ya Kabotekanyetšo ya Bouto ya 37: Dipapadi, Setšo le Bokgabo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 15 Julae 2020, letl 55).",July
"Consideration of Report of Portfolio Committee on Basic Education on Impact of COVID-19 on Strategic Plan and Annual Performance Plan of Department of Basic Education and entities in respect of Budget Vote 16: Basic Education (Announcements, Tablings and Committee Reports, 15 July 2020, p 29).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Thuto ya Motheo ka Seabe sa COVID-19 go Togamaano le Phethagatšo ya Ngwaga ka ngwaga ya Kgoro ya Thuto ya Motheo le dihlongwa go ya ka Kabotekanyetšo ya Bouto ya 16: Thuto ya Motheo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 15 Julae 2020, letl 29).",July
"Consideration of Report of Portfolio Committee on Communications on Supplementary Budget on Vote 30: Communications and Digital Technologies (Announcements, Tablings and Committee Reports, 15 July 2020, p 19).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dikgokagano ka Kabotekanyetšo ya Tlaleletšo ya Bouto ya 30: Dikgokagano le Theknolotši ya Titšithale (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 15 Julae 2020, letl 19).",July
"Consideration of Report of Portfolio Committee on Communications on Supplementary Budget on Vote 4: Government Communication and Information System (Announcements, Tablings and Committee Reports, 15 July 2020, p 10).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dikgokagano ka Kabotekanyetšo ya Tlaleletšo ya Bouto ya 4: Dikgokagano tša Mmušo le Tshepetšo ya Tshedimošo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 15 Julae 2020, letl 10).",July
"Consideration of Report of Portfolio Committee on Communications on Draft notice determining the remuneration of councillors of the Independent Communications Authority of South Africa (ICASA) (Announcements, Tablings and Committee Reports, 15 July 2020, p 8).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dikgokagano ka Tsebišo ya kakanyo ya go lekola putseletšo ya makhanselara a Bolaodi bjo bo Ikemego bja Dikgokagano bja Afrika Borwa (ICASA) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 15 Julae 2020, letl 8).",July
"Consideration of Report of Portfolio Committee on Communications on Filling of four vacancies on the Media Development and Diversity Agency (MDDA) Board (Announcements, Tablings and Committee Reports, 15 July 2020, p 6).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dikgokagano ka go Tlatša dikgoba tše nne go Poto ya Etšentshi ya Tlhabollo ya Bobegi le go Fapana ga batho (MDDA) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 15 Julae 2020, letl 6).",July
"Consideration of Report of Portfolio Committee on Mineral Resources on Special Adjusted Budget Vote No 34: Department of Mineral Resources and Energy (Announcements, Tablings and Committee Reports, 14 July 2020, p 24).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Didirišwa tša Diminerale ka Bouto ya 34 ya Kabotekanyetšo ya Tekatekanyetšo yeo e Ikgethilego: Kgoro ya Didirišwa tša Diminerale le Enetši (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 14 Julae 2020, letl 24).",July
"Consideration of Report of Portfolio Committee on Police on Unsolicited petition on Re-enlistment of former Police forum members into Police Service (Mr M Qongqo) (Announcements, Tablings and Committee Reports, 26 June 2020, p 20).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Maphodisa ka ga Phethišene yeo e sego ya fiwa ka go ngwala Lenaneo gape la maloko a pele a foramo ya Maphodisa ka go Ditirelo tša maphodisa (Mna M Qongqo) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 June 2020, letl 20).",July
"Consideration of Report of Portfolio Committee on Police on Petition from the residents of Wattville, Benoni calling on the Assembly to address the escalation of crime, including gender-based violence and violence against children, and the need for a police station in their area (submitted by Ms H Ismail, MP) and Petition from the residents of Actonville, Benoni, calling on the Assembly to investigate the high crime rate and drugs, the provision of police kiosks and police vehicles in their area (submitted by Ms H Ismail, MP) (Announcements, Tablings and Committee Reports, 26 June 2020, p 15).","Phethišene go tšwa go badudi ba Wattville, go la Benoni ba dira boipiletšo go Kopano gore e rarolle bosenyi bjo bo gaketšego, go akaretšwa dikgaruru tša go amana le bong gammogo le dikgaruru kgahlanong le bana, le phethišene go tšwa go badudi ba Actonville, go la Benoni ba dira boipiletšo go Kopano gore o dire dinyakišišo ka bosenyi bjo bo lego godimo le tšhomišo ya diokobatši, kabo ya mengwakwana yeo maphodisa a šomelago ka go yona le difatanaga tša maphodisa tikologong ya bona (e rometšwe ke Moh H Ismail, MP) – (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, letl 15).",July
"Consideration of Report of Portfolio Committee on Police on Petition of Mr Cornelius Basson (Announcements, Tablings and Committee Reports, 26 June 2020, p 10).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Maphodisa ka Phethišene ya Mna Cornelius Basson (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 June 2020, letl 10).",July
"Consideration of Report of Portfolio Committee on Police on Application for Firearm Amnesty declaration (Announcements, Tablings and Committee Reports, 26 June 2020, p 9).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Maphodisa ka go dira Kgopelo ya Tebalelo ya Boipolelo bja go ba le Sethunya (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 June 2020, letl 9).",July
"Consideration of Report of Portfolio Committee on Police on Petition from the residents of Kempton Park, calling on the Assembly to investigate chronic inadequate visible policing and shortage of vehicles at the Kempton Park police station (submitted by Mr M Waters, MP) (Announcements, Tablings and Committee Reports, 26 June 2020, p 4).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Maphodisa ka Phethišene ya go tšwa baduding ba Kempton Park ba kgopela Kopano go nyakišiša ka palo ya tlase yeo e phelago e le bjalo ya ponagalo ya maphodisa le tlhaelelo ya difatanaga setešeneng sa maphodisa sa Kempton Park (e rometšwe ke Mna M Waters, MP) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 June 2020, letl 4).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s fourth quarter financial and non-financial performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 25 June 2020, p 5).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Kgwebo le Intasteri ka ga Phethagatšo ya ngwaga wa ditšhelete le tšeo e sego ditšhelete tša ngwaga wa ditšhelete wa 2019/20 tša kotara ya bone ya dikgoro tša Kgwebo le intasteri le ya Tlhabollo ya Ekonomi (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 25 June 2020, letl 5).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Oversight visit to Gauteng (Announcements, Tablings and Committee Reports, 23 June 2020, p 17).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Kgwebo le Intasteri ka Ketelo ya tekodišišo profenseng ya Gauteng (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 23 June 2020, letl 17).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Oversight visit to Western Cape (Announcements, Tablings and Committee Reports, 23 June 2020, p 4).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Kgwebo le Intasteri ka Ketelo ya tekodišišo profenseng ya Kapa Lebowa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 23 June 2020, letl 4).",July
"Consideration of Report of Joint Standing Committee on Defence on Letters from the President on Employment of South African National Defence Force in Mozambique Channel, Democratic Republic of Congo, to Wuhan City in Hubei Province of People’s Republic of China, and in support of South African Police Service and other State Departments (Announcements, Tablings and Committee Reports, 19 June 2020, p 3).","Keleletšo ya Pego ya Komiti ya Sammaruri ya Mokopanelwa ya Sešole ka Mangwalo a go tšwa go Mopresidente a Thwalo ya Bahlabani ba Sešole sa Bosetšhaba sa Afrika Borwa kua Tšhaneleng ya Mozambique, Democratic Republic of Congo, go ya go Toropokgolo ya Wuhan kua Profenseng ya Hubei ka Rephabliking ya Batho ya China, le go thekga Ditirelo tša Sephodisa tša Afrika Borwa le Dikgoro tše dingwe tša Mmušo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 19 June 2020, letl 3).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Second Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Announcements, Tablings and Committee Reports, 18 June 2020, p 120).","Keleletšo ya Pego ya Komiti ya Phothefolio ya tša Thwalo le Mešomo ka Pego ya Bobedi ya Kotara ka Kotara ya Bobedi mabapi le phethagatšo ya Kgoro ya tša Thwalo le Mešomo le dihlongwa go fihlelela maikemišetšo a maano a 2019/20 (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 120).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on First Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Announcements, Tablings and Committee Reports, 18 June 2020, p 81).","Keleletšo ya Pego ya Komiti ya Phothefolio ya tša Thwalo le Mešomo ka Pego ya Mathomo ya Kotara ka Kotara ya mabapi le phethagatšo ya Kgoro ya tša Thwalo le Mešomo le dihlongwa go fihlelela maikemišetšo a maano a 2019/20 (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 81).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Third Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2018/19 (Announcements, Tablings and Committee Reports, 18 June 2020, p 12).","Keleletšo ya Pego ya Komiti ya Phothefolio ya tša Thwalo le Mešomo ka Pego ya Boraro ya Kotara ka Kotara ya mabapi le phethagatšo ya Kgoro ya tša Thwalo le Mešomo le dihlongwa go fihlelela maikemišetšo a maano a 2018/19 (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 12).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Oversight visit to Compensation Fund Head-Quarters (Announcements, Tablings and Committee Reports, 18 June 2020, p 3).","Keleletšo ya Pego ya Komiti ya Phothefolio ya tša Thwalo le Mešomo ka Ketelo ya Tekodišišo go Diofising-Kgolo tša Sekhwama sa Phumolameokgo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 3).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Third Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 19 May 2020, p 3).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Kgwebo le Intasteri ka Phethagatšo ya Ditšhelete le wo e sego wa Ditšhelete wa Kotara ya Boraro wa ngwaga ditšhelete wa 2019/20 wa Kgoro ya Kgwebo le Intasteri le ya Tlhabollo ya Ekonomi (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 19 Mei 2020, letl 3).",July
"Consideration of Report of Portfolio Committee on International Relations and Cooperation on Oversight visit on pilot project for acquisition of office accommodation for South African Permanent Mission to United Nations and Consulate-General in New York, United States of America (Announcements, Tablings and Committee Reports, 16 March 2020, p 11).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dikamano tša Boditšhabatšhaba le Tirišano ka Ketelo ya Tekodišišo go phorotšeke ya phaelote go rekela ofisi ya Boromiwa bja Sammaruri ya Ditšhaba tšeo di Kopanego le Mokhontshulara-Pharephare go la New York, kua United States of America (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 16 Matšhe 2020, letl 11).",July
"Decision of Question on Report of Portfolio Committee on Higher Education, Science and Technology on 2019/20 First Quarter financial and service delivery performance report of Department of Higher Education and Training (Announcements, Tablings and Committee Reports, 5 December 2019, p 64).","Sephetho sa Potšišo ya Pego ya Komiti ya Phothefolio ya Thuto ya Maemo a Godimo, tša Mahlale le Theknolotši ka pego ya phethagatšo ya 2019/20 wa ditšhelete tša Kotara ya Mathomo le kabo ya ditirelo ya Kgoro ya Thuto ya Maemo a Godimo le Tlhahlo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 5 Disemere 2019, letl 64).",July
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department Public Service and Administration, Entities and Public Service Commission (Announcements, Tablings and Committee Reports, 11 March 2020, p 30).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Ditirelo tša Setšhaba le Taolo ka ga Phethagatšo ya kotara ya Bobedi le ya Boraro ya ngwaga wa ditšhelete wa 2019/20: Kgoro ya Ditirelo tša Setšhaba le Taolo, Dihlongwa le Khomišene ya Ditirelo tša Setšhaba (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 11 Matšhe 2020, letl 30).",July
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Statistics South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 23).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Ditirelo tša Setšhaba le Taolo ka ga phethagatšo ya Kotara ya Bobedi le ya Boraro ya ngwaga wa ditšhelete wa 2019/20: Dipalopalo tša Afrika Borwa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 11 Matšhe 2020, letl 23).",July
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department of Planning, Monitoring and Evaluation and Brand South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 15).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Ditirelo tša Setšhaba le Taolo ka ga phethagatšo ya kotara ya Bobedi le ya Boraro ya ngwaga wa ditšhelete wa 2019/20: Kgoro ya Togamaano, Tlhokomedišišo le Tekodišišo le Brand South Africa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 11 Matšhe 2020, letl 15).",July
"Consideration of Report of Portfolio Committee on Basic Education on oversight visit to Capricorn and Sekhukhune Education Districts, Limpopo Province (Announcements, Tablings and Committee Reports, 26 February 2020, p 6).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Thuto ya Motheo ka ga ketelo ya tekodišišo ya Dikarolo tša Thuto tša Capricorn le Sekhukhune, Profenseng ya Limpopo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 Febereware 2020, letl 6).",July
"Consideration of Report of Portfolio Committee on Basic Education on Submission from the Griqua People’s Heritage on the lack of a Primary School (Announcements, Tablings and Committee Reports, 11 February 2020, p 5).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Thuto ya Motheo ka Tšhišinyo go tšwa go Batho ba Bohwa bja Griqua ka tlhokego ya Sekolo sa Phoraemari (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 11 Febereware 2020, letl 5).",July
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s performance in first quarter of 2019/20 (Announcements, Tablings and Committee Reports, 9 December 2019, p 20).","Keleletšo ya Pego ya Komiti ya Sammaruri ya Mohlakanelwa ya Taolo ya Ditšhelete tša Palamente ka mošomo wa kotara ya mathomo ya 2019/20 wa Palamente ya Rephabliki ya Afrika (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 9 Disemere 2019, letl 20).",July
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s 2018/19 Annual Report (Announcements, Tablings and Committee Reports, 9 December 2019, p 5).","Keleletšo ya Pego ya Komiti ya Sammaruri ya Mohlakanelwa ya Taolo ya Ditšhelete tša Palamente ka Pego ya Ngwaga ka Ngwaga ya 2018/19 ya Palamente ya Rephabliki ya Afrika Borwa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 9 Disemere 2019, letl 5).",July
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on 2018/19 Annual Reports of National Skills Fund and Sector Education and Training Authorities (Announcements, Tablings and Committee Reports, 5 December 2019, p 24).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Thuto ya Maemo a Godimo, tša Mahlale le Theknolotši ka 2018/19 Dipego tša Ngwaga ka Ngwaga tša Sekhwama sa Bosetšhaba sa Tlhabollo ya Mabokgoni le Lekala la Thuto le Balaodi ba Tlhahlo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 5 Disemere 2019, letl 24).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Second Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 5 December 2019, p 4).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Kgwebo le Intasteri ka Mošomo wa Kotara ya Bobedi ya ngwaga ditšhelete wa 2019/20 wa Dikgoro tša Kgwebo le Intasteri le ya Tlhabollo ya Ekonomi le tšeo e se go tša ditšhelete (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 5 Disemere 2019, letl 4).",July
"Consideration of Report of Standing Committee on Auditor-General on Integrated Annual Report of Auditor-General for financial year 2018/19 (Announcements, Tablings and Committee Reports, 4 December 2019, p 3).","Keleletšo ya Pego ya Komiti ya Sammaruri ya Molekodi-Pharephare ka Pego yeo e Kopantšwego ya Ngwaga ya Molekodi-Pharephare ngwageng wa ditšhelete wa 2018/19 (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 4 Disemere 2019, letl 3).",July
MOTIONS (Notice given previously):,DITŠHIŠINYO (Tsebišo yeo e šetšego e filwe):,July
"See p 94-96 (Ms R C Adams, Mr S Ngcobo, Ms M S Khawula, Ms N G Adoons, Mr S L Ngcobo, Ms T Breedt, Ms T Mgweba, Mr W M Thring, Mr N L S Kwankwa, Mr M L Shelembe, Mrs E N Ntlangwini, Ms F A Masiko, Mr S H Mbuyane, Ms A S Hlongo, M.Gen O S Terblanche, Mr M G E Hendricks, Mr T S Mpanza, Mr P P Keetse, Ms R C Adams) p 192 (Mr K J Mileham) p 202 (Ms D Kohler).","Bona letl 94-96 (Mdi R C Adams, Mna S Ngcobo, Mdi M S Khawula, Mdi N G Adoons, Mna S L Ngcobo, Mdi T Breedt, Mdi T Mgweba, Mna W M Thring, Mna N L S Kwankwa, Mna M L Shelembe, Mdi E N Ntlangwini, Mdi F A Masiko, Mna S H Mbuyane, Mdi A S Hlongo, M.Gen O S Terblanche, Mna M G E Hendricks, Mna T S Mpanza, Mna P P Keetse, Mdi R C Adams) letl 192 (Mna K J Mileham) letl 202 (Mdi D Kohler).",July
APPENDIXES,DIMAMATLETŠO,July
PETITIONS REFERRED TO COMMITTEES,DIPHETHIŠENE TŠEO DI IŠITŠWEGO DIKOMITING,July
"Petition from the residents of the City of Ekurhuleni, calling on the Assembly to investigate the chronic inadequate refuse removal services in their area (Ms H Ismail) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Phetišene go tšwa go badudi ba Toropokgolo ya Ekurhuleni, ba dira boipiletšo go Kopano gore e nyakišiše ditirelo tša go tlošwa ga matlakala mo go sa phethagalago ga lebaka le le telele tikologong ya bona (Moh H Ismail) – (Komiti ya Phothefolio ya Pušotirišano le Merero ya Setšo – Ngwako wa Bosetšhaba).",July
"Petition from the residents of Kokomeng and neighbouring villages, calling on the Assembly to investigate and prioritize the re-opening of the Kokomeng police station (Mr I S Seitlholo) – (Portfolio Committee on Police – National Assembly).","Pethišene go tšwa baduding ba Kokomeng le metseng ya baagišane, ba kgopela Ngwako go nyakišiša le go šetša kudu pulo leswa ya seteišene sa maphodisa sa Kokomeng (Mna I S Seitlholo) – (Komiti ya Phothefolio ya Thuto ya Sephodisa – Ngwako wa Bosetšhaba).",July
"Petition from the residents of Bredell, Pomona, Brentwood Park and Glen Marais (ward 25), City of Ekurhuleni, calling on the Assembly to investigate the collapse of the reliable supply of electricity in their areas (Ms H Ismail) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Pethišene go tšwa baduding ba Bredell, Pomona, Brentwood Park le Glen Marais (wate 25), Toropkgolo ya Ekurhuleni, ba kgopela Ngwako go nyakišiša phuhlamo ya mothopo wa go botega wa motlagase mafelong a bona (Moh H Ismail) – (Komiti ya Phothefolio ya Pušotirišano le Merero ya Setšo – Ngwako wa Bosetšhaba).",July
"Petition from the residents of Actonville, Benoni, calling on the Assembly to investigate the high rentals paid by tenants of council-owned flats (Ms H Ismail) – (Portfolio Committee on Human Settlements, Water and Sanitation – National Assembly).","Phetišene go tšwa go badudi ba Actonville, go la Benoni, ba dira boipiletšo go Kopano gore e nyakišiše ka kelo ya godimo ya tefelo ya rente ka bahiri ba difolete tšeo e lego tša khantshele (Mna H Ismail) – (Komiti ya Phothefolio ya Bodudi bja Batho, Meetse le Kelelatšhila – Ngwako wa Bosetšhaba).",July
"Petition from the residents of Jamestown, Stellenbosch, calling on the Assembly to investigate the transfer, by Eskom, of management powers over the electricity network in Jamestown to Stellenbosch municipality (Dr L Shreiber) – (Portfolio Committee on Public Enterprises -  National Assembly).","Phetišene go tšwa go badudi ba Jamestown, go la Stellenbosch, ba dira boipiletšo go Kopano gore e nyakišiše ka phetišetšo ya taolo ya maatla a motlagase ka Eskom go neteweke ya motlagase go Jamestown go ya go mmasepala wa Stellenbosch (Dr L Shreiber) – (Komiti ya Phothefolio ya Dikgwebo tša Setšhaba - Ngwako wa Bosetšhaba).",July
"Petition from the residents of Germiston, Ekurhuleni, calling on the Assembly to investigate power outages in Germiston (Ms M Clarke) – (Portfolio Committee on Public Enterprises - National Assembly).","Phethišene go tšwa go badudi ba Germiston, go la Ekurhuleni, ba dira boipiletšo go Kopano gore e nyakišiše ka go kgaogakgaoga ga motlagase go la Germiston (Mdi M Clarke) – (Komiti ya Phothefolio ya Dikgwebo tša Setšhaba - Ngwako wa Bosetšhaba).",July
"Petition from the residents of Letsitele Town, Ward 23, Tzaneen, calling on the Assembly to ensure that the Tzaneen municipality abides by the laws, by-laws and regulations, and that it implements the prescribed environmental and applicable zoning, as well as monitor and halt all illegal activities (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs - National Assembly).","Phetišene go tšwa go badudi ba Toropo ya Letsitele, Wateng ya 23, Tzaneen, ba dira boipiletšo go Kopano gore e kgonthišiše gore mmasepala wa Tzaneen o obamela melao, melawana ya mmasepala, le melawana, le gore o phethagatša lefelo la tikologo leo le šupeditšwego leo le kgonegago, le go lekola le go emiša ditiro tšeo di se go molaong (Mdi D van der Walt) – (Komiti ya Phothefolio ya Pušotirišano le Merero ya Setšo - Ngwako wa Bosetšhaba).",July
"Petition from the farmers and the community of Tzaneen, Limpopo, represented by AGRI Letaba, calling on the Assembly to investigate severe electricity outages, power dips, low voltage and poor to no maintenance since 2016 as a result of the failure of the Greater Tzaneen Municipality (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Phetišene go tšwa go balemi le setšhaba sa Tzaneen, go la Limpopo, ba emetšwe ke AGRI Letaba, ba dira boipiletšo go Kopano gore e nyakišiše ka go kgaogakgaoga ga motlagase ka tsela ye mpe, go imelwa ga motlagase, dibolethetše tša tlase le go lokišwa ga ona motlagase ga tlase go tloga ngwageng wa 2016 ka lebaka la go palelwa ga Mmasepala wa Greater Tzaneen (Mdi D van der Walt) – (Komiti ya Phothefolio ya Pušotiršiano le Merero ya Setšo – Ngwako wa Bosetšhaba).",July
BILLS REFERRED TO JOINT TAGGING MECHANISM (JTM),MELAOKAKANYWA YEO E IŠITŠWEGO GO LEANO LA TLHOPHO LA MOHLAKANELWA (JTM),July
Employment Equity Amendment Bill [B 14 - 2020] (National Assembly – proposed sec 75).,Molaokakanywaphetošo wa Tekatekano ya Mešomo l [B 14 - 2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego ya 75).,July
BILLS REFERRED TO COMMITTEES,MELAOKAKANYWA YEO E IŠITŠWEGO DIKOMITING,July
"Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 7) – (Portfolio Committee on Justice and Correctional Services – National Assembly).","Molaokakanywa wa Tšhireletšo ya Tshedimošo ya Mmušo [B 6H – 2010] (Ngwako wa Bosetšhaba – kar ya 75) le kgopolo ya Mopresidente ka bomolatheo bja Molaokakanywa bjalo ka ge o rometšwe go yena (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 12 June 2020, letl 7) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).",July
"Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 2) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly).","Molaokakanywaphetošo wa Ditšweletšwa tša Bjala [B 10B – 2016] (Ngwako wa Bosetšhaba – kar ya 75) le kgopolo ya Mopresidente ka bomolatheo bja Molaokakanywa bjalo ka ge o rometšwe go yena (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 12 June 2020, letl 2) – (Komiti ya Phothefolio ya tša Temo, Tsošološo ya Naga le Tlhabollo ya Magae – Ngwako wa Bosetšhaba).",July
"Performers’ Protection Amendment Bill [B 24B - 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee on Trade and Industry – National Assembly).","Molaokakanywaphetošo wa Tšhireletšo ya Baphethagatši [B 24B - 2016] (Ngwako wa Bosetšhaba – kar ya ya 75) le tšeo Mopresidente a sa di laetšego ka go se sepelelane ga Molaokanywa le Molaotheo bjalo ka ge o išitšwe go yena (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 22 June 2020, letl 2) – (Komiti ya Phothefolio ya Kgwebo le Intasteri – Ngwako wa Bosetšhaba).",July
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,Molaokakanywa wa Dikgorotsheko tša Setšo [B 1B – 2017] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya Tšhireletšo le Toka– Lekgotla la Bosetšhaba la Diprofense).,July
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Molaokanywa wa Bosenyi bja Inthanete [B 6B – 2017] (Ngwako wa Bosetšhaba – kar ya 75) (o tsebagaditšwe bjalo ka Molaokakanywa wa Bosenyi bja Inthanete le Tšhireletšo ya Inthanete [B 6 – 2017]) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).,July
